step,t,ego_x,ego_y,ego_yaw,ego_speed,ctrl_steer,ctrl_throttle,ctrl_brake,plan_status,best_cost,timing_plan_total_ms,debug_reason,debug_expansions,debug_best_cost,debug_ms,debug_target_offset_m,debug_corridor_soft_half_width_m,debug_corridor_hard_half_width_m,debug_lane_selector_reason,debug_lane_selector_switched,debug_tracked_lead_id,debug_keep_cost,debug_pass_cost,debug_path_len_raw,debug_path_len_smoothed,traj_dt,traj_len,traj0_x,traj0_y,traj0_yaw,traj0_v,trajN_x,trajN_y,trajN_yaw,trajN_v,min_obstacle_distance_m,num_obstacles,obstacles,tracked_lead_id,tracked_lead_x,tracked_lead_y,tracked_lead_vx,tracked_lead_vy,tracked_lead_speed_mps,tracked_lead_distance_m,tracked_lead_relative_longitudinal_m,tracked_lead_relative_lateral_m,event_collision,event_collision_count,event_lane_invasion,event_lane_invasion_count
64,3.2,-44.282318115234375,97.20929718017578,-1.6344633205529304,7.133456793992966,0.1905357837677002,0.4332716166973114,0.0,PlanStatus.OK,49.87358179192401,154.9810090000392,best_effort,22,49.87358179192401,83.3597183227539,-3.5,1.6,2.2,stay_pass_lane,False,48,58.13487837438106,-23.874084044355694,55,55,0.1,61,-44.282318115234375,97.20929718017578,-1.6573463231998717,8.0,-45.158331042559844,70.46657548510957,-1.591209180385228,8.0,6.162055503457992,1,"[{""id"": 48, ""x"": -41.55622100830078, ""y"": 88.89199829101562, ""vx"": -0.0028115403838455677, ""vy"": -0.9993865489959717, ""r"": 2.5906050205230713}]",48,-41.55622100830078,88.89199829101562,-0.0028115403838455677,-0.9993865489959717,0.9993905037938913,8.752660523981064,8.127002379054815,3.2497536181830515,False,0,False,0
65,3.25,-44.28227615356445,96.8525390625,-1.6134856006463763,7.153340179709989,-0.023749928921461105,0.4233299195766449,0.0,PlanStatus.OK,49.994239121327084,157.0188750010857,best_effort,23,49.994239121327084,83.2357406616211,-3.5,1.6,2.2,stay_pass_lane,False,48,57.58086255843626,-23.87251455848324,49,49,0.1,61,-44.28227615356445,96.8525390625,-1.6363816978169115,8.0,-45.29976963004606,73.03214520132867,-1.6134856006463785,8.0,5.868767581919283,1,"[{""id"": 48, ""x"": -41.55635070800781, ""y"": 88.84439849853516, ""vx"": -0.002811602782458067, ""vy"": -0.9993865489959717, ""r"": 2.5906050205230713}]",48,-41.55635070800781,88.84439849853516,-0.002811602782458067,-0.9993865489959717,0.9993905039694364,8.459372602442354,7.884512321261754,3.0651998764883066,False,0,False,0
66,3.3000000000000003,-44.281005859375,96.49436950683594,-1.596553888225925,7.17682635155268,-0.20230236649513245,0.41158682107925415,0.0,PlanStatus.OK,50.262290466648096,135.31650100048864,best_effort,21,50.262290466648096,81.34865760803223,-3.5,1.6,2.2,stay_pass_lane,False,48,57.03707932024561,-23.869096604238756,37,37,0.1,61,-44.281005859375,96.49436950683594,-1.6194499853964865,8.0,-44.865683845704524,78.75810249732169,-1.5271929573801288,8.0,5.574901511699416,1,"[{""id"": 48, ""x"": -41.55648422241211, ""y"": 88.79680633544922, ""vx"": -0.0028115399181842804, ""vy"": -0.9993857145309448, ""r"": 2.5906050205230713}]",48,-41.55648422241211,88.79680633544922,-0.0028115399181842804,-0.9993857145309448,0.9993896693308565,8.165506532222487,7.624840556988024,2.9218664254682594,False,0,False,0
67,3.35,-44.289268493652344,96.13555145263672,-1.5948685067300683,7.1762912891925,-0.20230138301849365,0.4118543565273285,0.0,PlanStatus.OK,50.58241694523244,141.48768799714162,best_effort,25,50.58241694523244,82.90243148803711,-3.5,1.6,2.2,stay_pass_lane,False,48,56.54841321817154,-23.879975267934835,43,43,0.1,61,-44.289268493652344,96.13555145263672,-1.6177646039006006,8.0,-45.26305136984823,75.4373143216113,-1.8049495097278936,8.0,5.2850214391243915,1,"[{""id"": 48, ""x"": -41.55661392211914, ""y"": 88.74920654296875, ""vx"": -0.002811621641740203, ""vy"": -0.9993869662284851, ""r"": 2.5906050205230713}]",48,-41.55661392211914,88.74920654296875,-0.002811621641740203,-0.9993869662284851,0.9993909212533559,7.875626459647463,7.318430331214401,2.9096511163815335,False,0,False,0
68,3.4000000000000004,-44.31133270263672,95.77840423583984,-1.6058083730139503,7.152520866292521,-0.20225726068019867,0.42373955249786377,0.0,PlanStatus.OK,50.097516530868,130.7314799996675,best_effort,24,50.097516530868,82.62205123901367,-3.5,1.6,2.2,stay_pass_lane,False,48,56.11724854794556,-23.911563270012447,37,37,0.1,61,-44.31133270263672,95.77840423583984,-1.628704470184519,8.0,-45.28224477919702,77.98913614319397,-1.815938524394002,8.0,5.003392782805988,1,"[{""id"": 48, ""x"": -41.55674743652344, ""y"": 88.70160675048828, ""vx"": -0.0028115594759583473, ""vy"": -0.9993858337402344, ""r"": 2.5906050205230713}]",48,-41.55674743652344,88.70160675048828,-0.0028115594759583473,-0.9993858337402344,0.9993897885946955,7.593997803329059,6.976036442030229,3.0006196354141235,False,0,False,0
69,3.45,-44.3447151184082,95.42281341552734,-1.6256277510043746,7.151043188077931,0.012028461322188377,0.4244784116744995,0.0,PlanStatus.OK,49.58146025172963,137.56523600022774,best_effort,25,49.58146025172963,82.1070671081543,-3.5,1.6,2.2,stay_pass_lane,False,48,55.732133423511044,-23.96013508742711,43,43,0.1,61,-44.3447151184082,95.42281341552734,-1.6485107536513128,8.0,-44.91494759637856,74.67299351110158,-1.5823736103597252,8.0,4.7298238050648935,1,"[{""id"": 48, ""x"": -41.55687713623047, ""y"": 88.65401458740234, ""vx"": -0.002811544807627797, ""vy"": -0.999386191368103, ""r"": 2.5906050205230713}]",48,-41.55687713623047,88.65401458740234,-0.002811544807627797,-0.999386191368103,0.999390146179883,7.320428825587965,6.605841688050538,3.1546051706850418,False,0,False,0
70,3.5,-44.3813362121582,95.06652069091797,-1.6414232257457435,7.180295603874317,0.1922818273305893,0.40985220670700073,0.0,PlanStatus.OK,48.600414131346824,154.75478100051987,best_effort,27,48.600414131346824,83.29033851623535,-3.5,1.6,2.2,stay_pass_lane,False,48,55.341891178041806,-24.01356193851951,55,55,0.1,61,-44.3813362121582,95.06652069091797,-1.6643062283605712,8.0,-45.31845537325776,68.23041178340691,-1.59816908557804,8.0,4.459911489985799,1,"[{""id"": 48, ""x"": -41.557010650634766, ""y"": 88.60641479492188, ""vx"": -0.0028115534223616123, ""vy"": -0.9993867874145508, ""r"": 2.5906050205230713}]",48,-41.557010650634766,88.60641479492188,-0.0028115534223616123,-0.9993867874145508,0.9993907422482076,7.05051651050887,6.244693011846143,3.2731624238277783,False,0,False,0
71,3.5500000000000003,-44.40850067138672,94.708740234375,-1.6448966535974794,7.171925928841291,0.19241398572921753,0.4140370488166809,0.0,PlanStatus.OK,47.79029820757101,159.1313690005336,best_effort,22,47.79029820757101,83.26840400695801,-3.5,1.6,2.2,stay_pass_lane,False,48,54.89888531633189,-24.052797595799884,49,49,0.1,61,-44.40850067138672,94.708740234375,-1.6677796562123015,8.0,-44.997945220836684,70.89364907438029,-1.3915123615855236,8.0,4.188171733778886,1,"[{""id"": 48, ""x"": -41.55714416503906, ""y"": 88.5588150024414, ""vx"": -0.002811581362038851, ""vy"": -0.9993858933448792, ""r"": 2.5906050205230713}]",48,-41.55714416503906,88.5588150024414,-0.002811581362038851,-0.9993858933448792,0.9993898482606762,6.7787767543019575,5.92195562713416,3.298826432978649,False,0,False,0
72,3.6,-44.42292022705078,94.3511734008789,-1.6340055231615458,7.152880858091298,0.1927156299352646,0.4235595762729645,0.0,PlanStatus.OK,48.286616795756196,137.37781300005736,best_effort,19,48.286616795756196,80.62338829040527,-3.5,1.6,2.2,stay_pass_lane,False,48,54.39375016847164,-24.072918045750704,37,37,0.1,61,-44.42292022705078,94.3511734008789,-1.6568885257763706,8.0,-44.98136957137192,76.5070597151354,-1.5907513829938398,8.0,3.914549915791664,1,"[{""id"": 48, ""x"": -41.557273864746094, ""y"": 88.51121520996094, ""vx"": -0.0028115047607570887, ""vy"": -0.9993862509727478, ""r"": 2.5906050205230713}]",48,-41.557273864746094,88.51121520996094,-0.0028115047607570887,-0.9993862509727478,0.9993902056716305,6.505154936314735,5.647280973249951,3.2288168660716954,False,0,False,0
73,3.6500000000000004,-44.42555618286133,93.99394989013672,-1.6162900424322841,7.154143272169626,0.19020870327949524,0.4229283630847931,0.0,PlanStatus.OK,48.88139787624058,136.84853299855604,best_effort,21,48.88139787624058,80.66701889038086,-3.5,1.6,2.2,stay_pass_lane,False,48,53.85221031888717,-24.07536754950937,37,37,0.1,61,-44.42555618286133,93.99394989013672,-1.639173045079225,8.0,-45.142830207296456,76.27024363630335,-1.783116905262407,8.0,3.639225840225045,1,"[{""id"": 48, ""x"": -41.55740737915039, ""y"": 88.463623046875, ""vx"": -0.0028115734457969666, ""vy"": -0.9993862509727478, ""r"": 2.5906050205230713}]",48,-41.55740737915039,88.463623046875,-0.0028115734457969666,-0.9993862509727478,0.9993902058648589,6.229830860748116,5.394167090716953,3.116689582065528,False,0,False,0
74,3.7,-44.41926956176758,93.63652801513672,-1.594289002876867,7.162675091228911,0.1900739073753357,0.4186624586582184,0.0,PlanStatus.OK,49.572959261853185,133.1727580000006,best_effort,22,49.572959261853185,82.43680000305176,-3.5,1.6,2.2,stay_pass_lane,False,48,53.28700634035951,-24.064428778197247,37,37,0.1,61,-44.41926956176758,93.63652801513672,-1.6171720055237926,8.0,-45.10957283803176,75.89835585982448,-1.7676644882921828,8.0,3.3628127172704874,1,"[{""id"": 48, ""x"": -41.55753707885742, ""y"": 88.41602325439453, ""vx"": -0.002811604179441929, ""vy"": -0.9993865489959717, ""r"": 2.5906050205230713}]",48,-41.55753707885742,88.41602325439453,-0.002811604179441929,-0.9993865489959717,0.9993905039733665,5.953417737793559,5.151840643150016,2.98357516216076,False,0,False,0
75,3.75,-44.40401840209961,93.27861785888672,-1.5719820992702545,7.183689392067708,-0.024211809039115906,0.40815529227256775,0.0,PlanStatus.OK,48.89294598943944,148.83127999928547,best_effort,25,48.89294598943944,82.56793022155762,-3.5,1.6,2.2,stay_pass_lane,False,48,52.70970324937641,-24.040040716059654,49,49,0.1,61,-44.40401840209961,93.27861785888672,-1.5948781964695933,8.0,-45.265579159057154,69.35856506280938,-1.5719820992702616,8.0,3.0849306251176047,1,"[{""id"": 48, ""x"": -41.55767059326172, ""y"": 88.36842346191406, ""vx"": -0.0028115392196923494, ""vy"": -0.9993865489959717, ""r"": 2.5906050205230713}]",48,-41.55767059326172,88.36842346191406,-0.0028115392196923494,-0.9993865489959717,0.9993905037906161,5.675535645640676,4.906815824871942,2.8521681797755565,False,0,False,0
76,3.8000000000000003,-44.38762664794922,92.91947174072266,-1.5544807366926352,7.202270796258373,-0.20445457100868225,0.39886459708213806,0.0,PlanStatus.OK,48.92730777699008,152.53188000133377,best_effort,22,48.92730777699008,81.95948600769043,-3.5,1.6,2.2,stay_pass_lane,False,48,52.14357859193002,-24.013936540003844,49,49,0.1,61,-44.38762664794922,92.91947174072266,-1.5773768338919651,8.0,-45.178488235446686,69.01209209868371,-1.7646108885368885,8.0,2.808970065830481,1,"[{""id"": 48, ""x"": -41.55780029296875, ""y"": 88.32083129882812, ""vx"": -0.0028115278109908104, ""vy"": -0.999386191368103, ""r"": 2.5906050205230713}]",48,-41.55780029296875,88.32083129882812,-0.0028115278109908104,-0.999386191368103,0.9993901461320672,5.399575086353552,4.6441966184091426,2.75442351186724,False,0,False,0
77,3.85,-44.38075256347656,92.55951690673828,-1.5525535401697994,7.195881031275708,-0.20444342494010925,0.40205949544906616,0.0,PlanStatus.OK,49.265847128078484,144.38701800099807,best_effort,22,49.265847128078484,81.31194114685059,-3.5,1.6,2.2,stay_pass_lane,False,48,51.63012247193352,-24.00210541775512,43,43,0.1,61,-44.38075256347656,92.55951690673828,-1.5754496373691458,8.0,-44.832173120686086,71.626741490679,-1.5525535401698,8.0,2.5416993608841363,1,"[{""id"": 48, ""x"": -41.55793380737305, ""y"": 88.27323150634766, ""vx"": -0.0028115303721278906, ""vy"": -0.9993865489959717, ""r"": 2.5906050205230713}]",48,-41.55793380737305,88.27323150634766,-0.0028115303721278906,-0.9993865489959717,0.9993905037657258,5.132304381407208,4.337065407844682,2.7441596002216535,False,0,False,0
78,3.9000000000000004,-44.387752532958984,92.20098114013672,-1.5634566548306381,7.165332500927421,-0.20438989996910095,0.4173337519168854,0.0,PlanStatus.OK,48.619357793509025,169.61752399947727,best_effort,22,48.619357793509025,84.06472206115723,-3.5,1.6,2.2,stay_pass_lane,False,48,51.17177250811524,-24.01109128648237,55,55,0.1,61,-44.387752532958984,92.20098114013672,-1.5863527520299698,8.0,-45.37115124484011,65.30174398519401,-1.773586806674902,8.0,2.2889975714224633,1,"[{""id"": 48, ""x"": -41.558067321777344, ""y"": 88.22563171386719, ""vx"": -0.00281152268871665, ""vy"": -0.9993860125541687, ""r"": 2.5906050205230713}]",48,-41.558067321777344,88.22563171386719,-0.00281152268871665,-0.9993860125541687,0.9993899673044303,4.879602591945535,3.9960111238933305,2.8004314940812853,False,0,False,0
79,3.95,-44.40623092651367,91.84385681152344,-1.5834022666567322,7.157914888708261,-0.20226755738258362,0.4210425615310669,0.0,PlanStatus.OK,49.06550356171943,141.0515010029485,best_effort,21,49.06550356171943,83.87923240661621,-3.5,1.6,2.2,stay_pass_lane,False,48,50.7571160284668,-24.037300683383606,37,37,0.1,61,-44.40623092651367,91.84385681152344,-1.60629836382727,8.0,-45.158749159611375,74.10244007704195,-1.756833013458856,8.0,2.0515463394976585,1,"[{""id"": 48, ""x"": -41.558197021484375, ""y"": 88.17803192138672, ""vx"": -0.0028115410823374987, ""vy"": -0.9993866682052612, ""r"": 2.5906050205230713}]",48,-41.558197021484375,88.17803192138672,-0.0028115410823374987,-0.9993866682052612,0.9993906230046741,4.64215136002073,3.6296324331185263,2.894017562109187,False,0,False,0
80,4.0,-44.434818267822266,91.48734283447266,-1.6057091702633448,7.169120159628724,0.012018158100545406,0.4154399335384369,0.0,PlanStatus.OK,49.04693511869448,149.28286299982574,best_effort,21,49.04693511869448,82.81803131103516,-3.5,1.6,2.2,stay_pass_lane,False,48,50.367063256896195,-24.07867601925136,43,43,0.1,61,-44.434818267822266,91.48734283447266,-1.6285921729102744,8.0,-45.12122931241884,70.81848950485167,-1.735885776897763,8.0,1.830139253326827,1,"[{""id"": 48, ""x"": -41.55833053588867, ""y"": 88.13043975830078, ""vx"": -0.0028115585446357727, ""vy"": -0.999386191368103, ""r"": 2.5906050205230713}]",48,-41.55833053588867,88.13043975830078,-0.0028115585446357727,-0.999386191368103,0.9993901462185288,4.420744273849898,3.2544514428113867,2.9919100489753285,False,0,False,0
81,4.05,-44.46528244018555,91.12989807128906,-1.6240684701861332,7.186998558268855,0.1896924078464508,0.4065007269382477,0.0,PlanStatus.OK,48.96770252569494,143.7023889993725,best_effort,21,48.96770252569494,83.8479995727539,-3.5,1.6,2.2,stay_pass_lane,False,48,49.969663975861494,-24.122866364257423,37,37,0.1,61,-44.46528244018555,91.12989807128906,-1.6469514728330628,8.0,-44.97310593492109,73.37906370043635,-1.5807637223565718,8.0,1.620591772218793,1,"[{""id"": 48, ""x"": -41.5584602355957, ""y"": 88.08283996582031, ""vx"": -0.0028116272296756506, ""vy"": -0.9993866682052612, ""r"": 2.5906050205230713}]",48,-41.5584602355957,88.08283996582031,-0.0028116272296756506,-0.9993866682052612,0.9993906232470322,4.211196792741864,2.887956055979921,3.064945064096299,False,0,False,0
82,4.1000000000000005,-44.486820220947266,90.7712173461914,-1.6272137965915712,7.183472451902417,0.19223172962665558,0.40826377272605896,0.0,PlanStatus.OK,48.26208347399985,129.22073399749934,best_effort,26,48.26208347399985,82.19194412231445,-3.5,1.6,2.2,stay_pass_lane,False,48,49.51477700589202,-24.153660257331893,37,37,0.1,61,-44.486820220947266,90.7712173461914,-1.650096799206407,8.0,-45.27124900596327,72.95805807884042,-1.794089808268123,8.0,1.4168981117927482,1,"[{""id"": 48, ""x"": -41.55859375, ""y"": 88.03524017333984, ""vx"": -0.0028116239700466394, ""vy"": -0.9993864893913269, ""r"": 2.5906050205230713}]",48,-41.55859375,88.03524017333984,-0.0028116239700466394,-0.9993864893913269,0.9993904444246351,4.0075031323158194,2.5665086104470434,3.0778425736256056,False,0,False,0
83,4.15,-44.49489212036133,90.41320037841797,-1.6176450587949165,7.156273418916894,0.1901751160621643,0.42186328768730164,0.0,PlanStatus.OK,48.67955957422206,133.02651599951787,best_effort,24,48.67955957422206,82.40628242492676,-3.5,1.6,2.2,stay_pass_lane,False,48,49.00482480343753,-24.164256184933897,37,37,0.1,61,-44.49489212036133,90.41320037841797,-1.6405280614418474,8.0,-44.88868501106474,72.65947027112828,-1.57434031096535,8.0,1.2178580229155958,1,"[{""id"": 48, ""x"": -41.55872344970703, ""y"": 87.9876480102539, ""vx"": -0.0028116595931351185, ""vy"": -0.9993859529495239, ""r"": 2.5906050205230713}]",48,-41.55872344970703,87.9876480102539,-0.0028116595931351185,-0.9993859529495239,0.9993899080851756,3.808463043438667,2.2853855826381966,3.0465395930313433,False,0,False,0
84,4.2,-44.49205017089844,90.05587005615234,-1.5991737729482904,7.152700746146546,0.19023147225379944,0.4236496388912201,0.0,PlanStatus.OK,48.86286093376302,138.3866610012774,best_effort,24,48.86286093376302,80.35516738891602,-3.5,1.6,2.2,stay_pass_lane,False,48,48.45533332126665,-24.15848432415966,43,43,0.1,61,-44.49205017089844,90.05587005615234,-1.6220567755952318,8.0,-45.043368349765416,69.3829721860138,-1.7293503795827119,8.0,1.026068097150565,1,"[{""id"": 48, ""x"": -41.55885696411133, ""y"": 87.94004821777344, ""vx"": -0.0028114658780395985, ""vy"": -0.9993861317634583, ""r"": 2.5906050205230713}]",48,-41.55885696411133,87.94004821777344,-0.0028114658780395985,-0.9993861317634583,0.9993900863534277,3.616673117673636,2.0317446203350085,2.9920458281655535,False,0,False,0
85,4.25,-44.4796028137207,89.69857025146484,-1.5783664953515013,7.165721720680904,0.1900259554386139,0.4171391427516937,0.0,PlanStatus.OK,49.34092419783624,129.49976999880164,best_effort,24,49.34092419783624,80.2299976348877,-3.5,1.6,2.2,stay_pass_lane,False,48,47.886253174093056,-24.138304537780634,37,37,0.1,61,-44.4796028137207,89.69857025146484,-1.6012494979984553,8.0,-44.972198793610616,71.9071678260709,-1.3682363439714282,8.0,0.8433540278706073,1,"[{""id"": 48, ""x"": -41.55898666381836, ""y"": 87.89244842529297, ""vx"": -0.0028115410823374987, ""vy"": -0.9993865489959717, ""r"": 2.5906050205230713}]",48,-41.55898666381836,87.89244842529297,-0.0028115410823374987,-0.9993865489959717,0.9993905037958563,3.4339590483936786,1.7839607289283328,2.9342049798346244,False,0,False,0
86,4.3,-44.45888900756836,89.34110260009766,-1.5551092427098938,7.17577992877605,-0.02425975538790226,0.41211003065109253,0.0,PlanStatus.OK,47.856940000083625,150.23807500256225,best_effort,18,47.856940000083625,83.0833911895752,-3.5,1.6,2.2,stay_pass_lane,False,48,47.29951998215634,-24.10572441103792,49,49,0.1,61,-44.45888900756836,89.34110260009766,-1.5780053399092422,8.0,-45.264776369835594,65.43422474123687,-1.765239394554149,8.0,0.6724357696390006,1,"[{""id"": 48, ""x"": -41.559120178222656, ""y"": 87.8448486328125, ""vx"": -0.0028114579617977142, ""vy"": -0.9993860125541687, ""r"": 2.5906050205230713}]",48,-41.559120178222656,87.8448486328125,-0.0028114579617977142,-0.9993860125541687,0.9993899671223401,3.263040790162072,1.5415569203146111,2.8759411432940785,False,0,False,0
87,4.3500000000000005,-44.43631362915039,88.9823989868164,-1.5387040372369511,7.203785647780774,-0.20445722341537476,0.3981071710586548,0.0,PlanStatus.OK,49.35995340824714,130.52279299881775,best_effort,24,49.35995340824714,81.16292953491211,-3.5,1.6,2.2,stay_pass_lane,False,48,46.727171156120455,-24.070346701814373,37,37,0.1,61,-44.43631362915039,88.9823989868164,-1.5616001344362898,8.0,-45.04243358435518,71.06242845925783,-1.7488341890812236,8.0,0.5209921038107166,1,"[{""id"": 48, ""x"": -41.55925369262695, ""y"": 87.79725646972656, ""vx"": -0.002811557613313198, ""vy"": -0.999386191368103, ""r"": 2.5906050205230713}]",48,-41.55925369262695,87.79725646972656,-0.002811557613313198,-0.999386191368103,0.9993901462159088,3.111597124333788,1.2768478638620704,2.837551091471864,False,0,False,0
88,4.4,-44.423954010009766,88.62287139892578,-1.5357979958554568,7.187437097675845,-0.20442867279052734,0.406281441450119,0.0,PlanStatus.OK,49.88175154694645,129.87059299848625,best_effort,23,49.88175154694645,80.810546875,-3.5,1.6,2.2,stay_pass_lane,False,48,46.203688247603104,-24.050289112506853,37,37,0.1,61,-44.423954010009766,88.62287139892578,-1.558694093054804,8.0,-45.46500959998478,70.73337328548558,-1.6052170848566405,8.0,0.40410177210447085,1,"[{""id"": 48, ""x"": -41.559383392333984, ""y"": 87.7496566772461, ""vx"": -0.0028115485329180956, ""vy"": -0.9993866682052612, ""r"": 2.5906050205230713}]",48,-41.559383392333984,87.7496566772461,-0.0028115485329180956,-0.9993866682052612,0.9993906230256345,2.994706792627542,0.9729147081725017,2.8322615953388124,False,0,False,0
89,4.45,-44.42478942871094,88.26451110839844,-1.5477019264539476,7.160840075333925,-0.2043820023536682,0.41957995295524597,0.0,PlanStatus.OK,48.84132845641672,149.8002379994432,best_effort,20,48.84132845641672,81.27713203430176,-3.5,1.6,2.2,stay_pass_lane,False,48,45.73971325733601,-24.05003109509523,43,43,0.1,61,-44.42478942871094,88.26451110839844,-1.5705980236532897,8.0,-45.122847539106445,67.35151971241648,-1.7578320782981915,8.0,0.32935069469829736,1,"[{""id"": 48, ""x"": -41.55951690673828, ""y"": 87.70205688476562, ""vx"": -0.002811624901369214, ""vy"": -0.9993865489959717, ""r"": 2.5906050205230713}]",48,-41.55951690673828,87.70205688476562,-0.002811624901369214,-0.9993865489959717,0.9993905040316642,2.9199557152213687,0.6284701061793365,2.851520069102244,False,0,False,0
90,4.5,-44.43782043457031,87.90733337402344,-1.5666331402208302,7.156722606078061,-0.2043747454881668,0.42163869738578796,0.0,PlanStatus.OK,48.732312334885975,157.55486100169946,best_effort,24,48.732312334885975,83.48393440246582,-3.5,1.6,2.2,stay_pass_lane,False,48,45.31421342304793,-24.068072776952107,55,55,0.1,61,-44.43782043457031,87.90733337402344,-1.5895292374201617,8.0,-45.506659075319185,61.01135567280491,-1.776763292065082,8.0,0.29865563581132415,1,"[{""id"": 48, ""x"": -41.55964660644531, ""y"": 87.65446472167969, ""vx"": -0.0028116325847804546, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",48,-41.55964660644531,87.65446472167969,-0.0028116325847804546,-0.9993864297866821,0.9993903848444624,2.8892606563343954,0.26484880099747043,2.8770961493930063,False,0,False,0
91,4.55,-44.460350036621094,87.55067443847656,-1.590051380950333,7.160052296253396,0.00991097278892994,0.41997385025024414,0.0,PlanStatus.OK,49.49443943988382,142.25691899991944,best_effort,24,49.49443943988382,82.56220817565918,-3.5,1.6,2.2,stay_pass_lane,False,48,44.91631374808671,-24.100360927802964,37,37,0.1,61,-44.460350036621094,87.55067443847656,-1.6129343835972734,8.0,-45.07547967256247,69.809736313459,-1.763426866365634,8.0,0.310509111586565,1,"[{""id"": 48, ""x"": -41.55978012084961, ""y"": 87.60686492919922, ""vx"": -0.0028115606401115656, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",48,-41.55978012084961,87.60686492919922,-0.0028115606401115656,-0.9993864297866821,0.9993903846420596,2.9011141321096363,-0.11202725423653147,2.8989503448376746,False,0,False,0
92,4.6000000000000005,-44.48555374145508,87.19295501708984,-1.607529707184523,7.189286418848472,0.189656600356102,0.4053567945957184,0.0,PlanStatus.OK,49.1197762214114,138.97970900143264,best_effort,20,49.1197762214114,80.74498176574707,-3.5,1.6,2.2,stay_pass_lane,False,48,44.50575461184735,-24.13665573865732,37,37,0.1,61,-44.48555374145508,87.19295501708984,-1.6304127098314487,8.0,-45.31332335775829,69.4796434037862,-1.434098960382405,8.0,0.35788195683201396,1,"[{""id"": 48, ""x"": -41.55990982055664, ""y"": 87.55926513671875, ""vx"": -0.0028115541208535433, ""vy"": -0.9993862509727478, ""r"": 2.5906050205230713}]",48,-41.55990982055664,87.55926513671875,-0.0028115541208535433,-0.9993862509727478,0.9993902058104925,2.9484869773550852,-0.4735076327255757,2.910217513757889,False,0,False,0
93,4.65,-44.50121307373047,86.83415985107422,-1.6119004871655611,7.177461388455404,0.1898418813943863,0.41126930713653564,0.0,PlanStatus.OK,48.681381784764774,135.71148800110677,best_effort,20,48.681381784764774,80.2760124206543,-3.5,1.6,2.2,stay_pass_lane,False,48,44.044438770952596,-24.158629496994273,37,37,0.1,61,-44.50121307373047,86.83415985107422,-1.6347834898124836,8.0,-45.140681249597655,69.10747584502403,-1.7787273499956695,8.0,0.42758866536276185,1,"[{""id"": 48, ""x"": -41.56004333496094, ""y"": 87.51166534423828, ""vx"": -0.0028115431778132915, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",48,-41.56004333496094,87.51166534423828,-0.0028115431778132915,-0.9993863701820374,0.9993903249885246,3.018193685885833,-0.7977935059865406,2.9108450057203,False,0,False,0
94,4.7,-44.50422668457031,86.47610473632812,-1.601568087926326,7.156015436263551,0.19017918407917023,0.4219922721385956,0.0,PlanStatus.OK,48.86456453426913,147.71624599961797,best_effort,20,48.86456453426913,80.74021339416504,-3.5,1.6,2.2,stay_pass_lane,False,48,43.5260785681117,-24.161637858103244,43,43,0.1,61,-44.50422668457031,86.47610473632812,-1.6244510905732712,8.0,-45.10504066487223,65.80458615049132,-1.7317446945607449,8.0,0.5147989051316411,1,"[{""id"": 48, ""x"": -41.56017303466797, ""y"": 87.46407318115234, ""vx"": -0.00281154946424067, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",48,-41.56017303466797,87.46407318115234,-0.00281154946424067,-0.9993863701820374,0.9993903250062101,3.1054039256547123,-1.0780801465709609,2.912263164454963,False,0,False,0
95,4.75,-44.49560546875,86.11886596679688,-1.5842657966401903,7.155072878802172,0.19019369781017303,0.4224635660648346,0.0,PlanStatus.OK,49.25035657897948,124.46196299788426,best_effort,21,49.25035657897948,82.5355052947998,-3.5,1.6,2.2,stay_pass_lane,False,48,42.97301059525256,-24.147197517315362,31,31,0.1,61,-44.49560546875,86.11886596679688,-1.6071487992871456,8.0,-45.40071687829872,71.30532883064417,-1.5843164043020752,8.0,0.6187196388353984,1,"[{""id"": 48, ""x"": -41.560306549072266, ""y"": 87.41647338867188, ""vx"": -0.002811548300087452, ""vy"": -0.9993864297866821, ""r"": 2.5906050205230713}]",48,-41.560306549072266,87.41647338867188,-0.002811548300087452,-0.9993864297866821,0.9993903846073439,3.2093246593584697,-1.3370254381797508,2.917555097479155,False,0,False,0
96,4.800000000000001,-44.478065490722656,85.7618408203125,-1.5624981831543188,7.16130533634054,-0.024092024192214012,0.41934734582901,0.0,PlanStatus.OK,48.04837253556168,151.24853299857932,best_effort,27,48.04837253556168,80.8870792388916,-3.5,1.6,2.2,stay_pass_lane,False,48,42.39515841895446,-24.119379989774608,55,55,0.1,61,-44.478065490722656,85.7618408203125,-1.5853942803536594,8.0,-45.43568159791537,58.861673461434755,-1.772628334998574,8.0,0.7403246509743644,1,"[{""id"": 48, ""x"": -41.56044006347656, ""y"": 87.3688735961914, ""vx"": -0.0028115480672568083, ""vy"": -0.9993863701820374, ""r"": 2.5906050205230713}]",48,-41.56044006347656,87.3688735961914,-0.0028115480672568083,-0.9993863701820374,0.99939032500228,3.3309296714974357,-1.582766849681696,2.930860210929667,False,0,False,0
